,Opening Time,Valve Coef (dimensionless)
,MIN,n/a
BALL_NPS34_PS_CAN_15MIN_EXISTING_OPEN,14.566,25742
BALL_NPS34_PS_CAN_15MIN_EXISTING_OPEN,14.674,34858
BALL_NPS34_PS_CAN_15MIN_EXISTING_OPEN,14.783,45048
BALL_NPS34_PS_CAN_15MIN_EXISTING_OPEN,14.891,58991
BALL_NPS34_PS_CAN_15MIN_EXISTING_OPEN,15,199902
BALL_NPS34_PS_CAN_15MIN_OPEN,0,0
BALL_NPS34_PS_CAN_15MIN_OPEN,11.198,750
BALL_NPS34_PS_CAN_15MIN_OPEN,13.437,1080
BALL_NPS34_PS_CAN_15MIN_OPEN,13.481,1300
BALL_NPS34_PS_CAN_15MIN_OPEN,13.589,2000
BALL_NPS34_PS_CAN_15MIN_OPEN,13.698,2900
BALL_NPS34_PS_CAN_15MIN_OPEN,13.806,4000
BALL_NPS34_PS_CAN_15MIN_OPEN,13.915,5500
BALL_NPS34_PS_CAN_15MIN_OPEN,14.023,7100
BALL_NPS34_PS_CAN_15MIN_OPEN,14.132,9900
BALL_NPS34_PS_CAN_15MIN_OPEN,14.24,13000
BALL_NPS34_PS_CAN_15MIN_OPEN,14.349,17500
BALL_NPS34_PS_CAN_15MIN_OPEN,14.457,22500
BALL_NPS34_PS_CAN_15MIN_OPEN,14.566,30000
BALL_NPS34_PS_CAN_15MIN_OPEN,14.674,40000
BALL_NPS34_PS_CAN_15MIN_OPEN,15,240300
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,0,0
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,2.574,429
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,3.432,965
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,4.29,1716
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,4.633,2016
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,4.698,2467
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,4.806,3539
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,4.915,4827
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,5.023,6435
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,5.132,8581
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,5.24,11798
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,5.349,15016
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,5.457,19842
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,5.566,25742
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,5.674,34858
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,5.783,45048
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,5.891,58991
BALL_NPS34_PS_CAN_6MIN_30_70_EXISTING_OPEN,6,199902
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,0,0
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,2.574,750
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,3.432,1300
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,4.29,2000
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,4.633,2360
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,4.698,2900
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,4.806,4000
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,4.915,5500
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,5.023,7100
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,5.132,9900
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,5.24,13000
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,5.349,17500
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,5.457,22500
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,5.566,30000
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,5.674,40000
BALL_NPS34_PS_CAN_6MIN_30_70_OPEN,6,240300
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,0,0
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,3.698,429
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,4.437,751
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,4.481,965
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,4.589,1716
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,4.698,2467
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,4.806,3539
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,4.915,4827
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,5.023,6435
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,5.132,8581
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,5.24,11798
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,5.349,15016
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,5.457,19842
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,5.566,25742
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,5.674,34858
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,5.783,45048
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,5.891,58991
BALL_NPS34_PS_CAN_6MIN_EXISTING_OPEN,6,199902
BALL_NPS34_PS_CAN_6MIN_OPEN,0,0
BALL_NPS34_PS_CAN_6MIN_OPEN,3.698,750
BALL_NPS34_PS_CAN_6MIN_OPEN,4.437,1080
BALL_NPS34_PS_CAN_6MIN_OPEN,4.481,1300
BALL_NPS34_PS_CAN_6MIN_OPEN,4.589,2000
BALL_NPS34_PS_CAN_6MIN_OPEN,4.698,2900
BALL_NPS34_PS_CAN_6MIN_OPEN,4.806,4000
BALL_NPS34_PS_CAN_6MIN_OPEN,4.915,5500
BALL_NPS34_PS_CAN_6MIN_OPEN,5.023,7100
BALL_NPS34_PS_CAN_6MIN_OPEN,5.132,9900
BALL_NPS34_PS_CAN_6MIN_OPEN,5.24,13000
BALL_NPS34_PS_CAN_6MIN_OPEN,5.349,17500
BALL_NPS34_PS_CAN_6MIN_OPEN,5.457,22500
BALL_NPS34_PS_CAN_6MIN_OPEN,5.566,30000
BALL_NPS34_PS_CAN_6MIN_OPEN,5.674,40000
BALL_NPS34_PS_CAN_6MIN_OPEN,6,240300
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,0,0
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,4.24,429
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,5.654,965
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,7.067,1716
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,7.633,2016
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,7.698,2467
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,7.806,3539
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,7.915,4827
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,8.023,6435
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,8.132,8581
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,8.24,11798
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,8.349,15016
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,8.457,19842
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,8.566,25742
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,8.674,34858
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,8.783,45048
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,8.891,58991
BALL_NPS34_PS_CAN_9MIN_30_70_EXISTING_OPEN,9,199902
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,0,0
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,4.24,750
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,5.654,1300
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,7.067,2000
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,7.633,2360
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,7.698,2900
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,7.806,4000
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,7.915,5500
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,8.023,7100
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,8.132,9900
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,8.24,13000
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,8.349,17500
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,8.457,22500
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,8.566,30000
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,8.674,40000
BALL_NPS34_PS_CAN_9MIN_30_70_OPEN,9,240300
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,0,0
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,6.198,429
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,7.437,751
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,7.481,965
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,7.589,1716
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,7.698,2467
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,7.806,3539
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,7.915,4827
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,8.023,6435
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,8.132,8581
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,8.24,11798
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,8.349,15016
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,8.457,19842
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,8.566,25742
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,8.674,34858
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,8.783,45048
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,8.891,58991
BALL_NPS34_PS_CAN_9MIN_EXISTING_OPEN,9,199902
BALL_NPS34_PS_CAN_9MIN_OPEN,0,0
BALL_NPS34_PS_CAN_9MIN_OPEN,6.198,750
BALL_NPS34_PS_CAN_9MIN_OPEN,7.437,1080
BALL_NPS34_PS_CAN_9MIN_OPEN,7.481,1300
BALL_NPS34_PS_CAN_9MIN_OPEN,7.589,2000
BALL_NPS34_PS_CAN_9MIN_OPEN,7.698,2900
BALL_NPS34_PS_CAN_9MIN_OPEN,7.806,4000
BALL_NPS34_PS_CAN_9MIN_OPEN,7.915,5500
BALL_NPS34_PS_CAN_9MIN_OPEN,8.023,7100
BALL_NPS34_PS_CAN_9MIN_OPEN,8.132,9900
BALL_NPS34_PS_CAN_9MIN_OPEN,8.24,13000
BALL_NPS34_PS_CAN_9MIN_OPEN,8.349,17500
BALL_NPS34_PS_CAN_9MIN_OPEN,8.457,22500
BALL_NPS34_PS_CAN_9MIN_OPEN,8.566,30000
BALL_NPS34_PS_CAN_9MIN_OPEN,8.674,40000
BALL_NPS34_PS_CAN_9MIN_OPEN,9,240300
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,0,0
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,4.641,429
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,6.188,965
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,7.735,1716
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,8.354,2016
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,8.528,2467
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,8.817,3539
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,9.106,4827
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,9.396,6435
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,9.685,8581
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,9.975,11798
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,10.264,15016
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,10.553,19842
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,10.843,25742
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,11.132,34858
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,11.421,45048
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,11.711,58991
BALL_NPS34_REMOTE_CAN_12MIN_30_70_EXISTING_OPEN,12,199902
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,0,0
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,4.641,750
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,6.188,1300
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,7.735,2000
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,8.354,2360
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,8.528,2900
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,8.817,4000
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,9.106,5500
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,9.396,7100
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,9.685,9900
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,9.975,13000
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,10.264,17500
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,10.553,22500
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,10.843,30000
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,11.132,40000
BALL_NPS34_REMOTE_CAN_12MIN_30_70_OPEN,12,240300
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,0,0
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,3.698,429
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,4.931,965
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,6.163,1716
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,7.396,2467
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,8.628,3539
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,8.875,3797
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,9.106,4827
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,9.396,6435
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,9.685,8581
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,9.975,11798
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,10.264,15016
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,10.553,19842
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,10.843,25742
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,11.132,34858
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,11.421,45048
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,11.711,58991
BALL_NPS34_REMOTE_CAN_12MIN_40_60_EXISTING_OPEN,12,199902
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,0,0
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,3.698,750
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,4.931,1300
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,6.163,2000
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,7.396,2900
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,8.628,4000
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,8.875,4300
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,9.106,5500
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,9.396,7100
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,9.685,9900
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,9.975,13000
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,10.264,17500
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,10.553,22500
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,10.843,30000
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,11.132,40000
BALL_NPS34_REMOTE_CAN_12MIN_40_60_OPEN,12,240300
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,0,0
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,6.308,429
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,8.41,965
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,10.513,1716
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,11.354,2016
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,11.528,2467
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,11.817,3539
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,12.106,4827
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,12.396,6435
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,12.685,8581
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,12.975,11798
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,13.264,15016
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,13.553,19842
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,13.843,25742
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,14.132,34858
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,14.421,45048
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,14.711,58991
BALL_NPS34_REMOTE_CAN_15MIN_30_70_EXISTING_OPEN,15,199902
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,0,0
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,6.308,750
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,8.41,1300
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,10.513,2000
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,11.354,2360
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,11.528,2900
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,11.817,4000
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,12.106,5500
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,12.396,7100
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,12.685,9900
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,12.975,13000
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,13.264,17500
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,13.553,22500
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,13.843,30000
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,14.132,40000
BALL_NPS34_REMOTE_CAN_15MIN_30_70_OPEN,15,240300
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,0,0
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,4.948,429
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,6.597,965
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,8.247,1716
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,9.896,2467
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,11.545,3539
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,11.875,3797
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,12.106,4827
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,12.396,6435
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,12.685,8581
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,12.975,11798
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,13.264,15016
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,13.553,19842
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,13.843,25742
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,14.132,34858
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,14.421,45048
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,14.711,58991
BALL_NPS34_REMOTE_CAN_15MIN_40_60_EXISTING_OPEN,15,199902
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,0,0
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,4.948,750
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,6.597,1300
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,8.247,2000
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,9.896,2900
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,11.545,4000
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,11.875,4300
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,12.106,5500
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,12.396,7100
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,12.685,9900
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,12.975,13000
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,13.264,17500
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,13.553,22500
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,13.843,30000
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,14.132,40000
BALL_NPS34_REMOTE_CAN_15MIN_40_60_OPEN,15,240300
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,0,0
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,1.308,429
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,1.744,965
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,2.18,1716
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,2.354,2016
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,2.528,2467
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,2.817,3539
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,3.106,4827
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,3.396,6435
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,3.685,8581
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,3.975,11798
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,4.264,15016
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,4.553,19842
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,4.843,25742
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,5.132,34858
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,5.421,45048
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,5.711,58991
BALL_NPS34_REMOTE_CAN_6MIN_30_70_EXISTING_OPEN,6,199902
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,0,0
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,1.308,750
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,1.744,1300
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,2.18,2000
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,2.354,2360
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,2.528,2900
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,2.817,4000
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,3.106,5500
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,3.396,7100
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,3.685,9900
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,3.975,13000
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,4.264,17500
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,4.553,22500
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,4.843,30000
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,5.132,40000
BALL_NPS34_REMOTE_CAN_6MIN_30_70_OPEN,6,240300
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,0,0
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,1.198,429
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,1.597,965
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,1.997,1716
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,2.396,2467
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,2.795,3539
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,2.875,3797
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,3.106,4827
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,3.396,6435
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,3.685,8581
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,3.975,11798
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,4.264,15016
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,4.553,19842
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,4.843,25742
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,5.132,34858
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,5.421,45048
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,5.711,58991
BALL_NPS34_REMOTE_CAN_6MIN_40_60_EXISTING_OPEN,6,199902
